image,sigma,method,psnr,ssim
PD_sagittal_060.npy,0.05,Attention U-Net,31.767134653919268,0.9301380515098572
PD_sagittal_071.npy,0.05,Noisy,26.226953197128985,0.7020508646965027
PD_sagittal_071.npy,0.05,DnCNN,34.1032489297655,0.9532544016838074
PD_sagittal_071.npy,0.05,RicianNet,30.23421716542728,0.9195100665092468
PD_sagittal_071.npy,0.05,Attention U-Net,31.754850982985133,0.9335541725158691
PD_sagittal_073.npy,0.05,Noisy,26.09943466732807,0.6978251338005066
PD_sagittal_073.npy,0.05,DnCNN,33.87685627321672,0.9527790546417236
PD_sagittal_073.npy,0.05,RicianNet,30.216976916658457,0.9187740087509155
PD_sagittal_073.npy,0.05,Attention U-Net,31.788687367998957,0.9346547722816467
PD_sagittal_075.npy,0.05,Noisy,26.121720771877584,0.7015259861946106
PD_sagittal_075.npy,0.05,DnCNN,34.04336060081511,0.9542849063873291
PD_sagittal_075.npy,0.05,RicianNet,30.20934802191963,0.9208162426948547
PD_sagittal_075.npy,0.05,Attention U-Net,31.949724427069842,0.936926543712616
PD_sagittal_081.npy,0.05,Noisy,26.176459690863346,0.718136191368103
PD_sagittal_081.npy,0.05,DnCNN,33.66484736157537,0.9546107053756714
PD_sagittal_081.npy,0.05,RicianNet,30.027997650302183,0.9231241941452026
PD_sagittal_081.npy,0.05,Attention U-Net,31.726519474389846,0.9383239150047302
PD_sagittal_097.npy,0.05,Noisy,26.219904029288656,0.7196061611175537
PD_sagittal_097.npy,0.05,DnCNN,34.09365319634041,0.9686269760131836
PD_sagittal_097.npy,0.05,RicianNet,30.240767779679206,0.9309391975402832
PD_sagittal_097.npy,0.05,Attention U-Net,32.107784929151244,0.9543607831001282
PD_sagittal_098.npy,0.05,Noisy,26.158481472188043,0.7150382399559021
PD_sagittal_098.npy,0.05,DnCNN,33.92424340880905,0.9676998257637024
PD_sagittal_098.npy,0.05,RicianNet,30.08142809020476,0.9295644760131836
PD_sagittal_098.npy,0.05,Attention U-Net,31.945970816975194,0.9534939527511597
PD_sagittal_100.npy,0.05,Noisy,26.144299523424298,0.7097778916358948
PD_sagittal_100.npy,0.05,DnCNN,34.038797171580335,0.966947078704834
PD_sagittal_100.npy,0.05,RicianNet,30.278698063623374,0.9308826327323914
PD_sagittal_100.npy,0.05,Attention U-Net,32.13666751976443,0.9543992280960083
PD_sagittal_104.npy,0.05,Noisy,26.120621750600563,0.7082186341285706
PD_sagittal_104.npy,0.05,DnCNN,33.91589007841381,0.9659516215324402
PD_sagittal_104.npy,0.05,RicianNet,30.177097662326958,0.9299206137657166
PD_sagittal_104.npy,0.05,Attention U-Net,32.05695297212839,0.9524213671684265
PD_sagittal_107.npy,0.05,Noisy,26.093081166261523,0.7139468789100647
PD_sagittal_107.npy,0.05,DnCNN,34.04865888306468,0.9680677056312561
PD_sagittal_107.npy,0.05,RicianNet,30.38190202034925,0.9321003556251526
PD_sagittal_107.npy,0.05,Attention U-Net,31.96370526723857,0.9527444839477539
PD_sagittal_126.npy,0.05,Noisy,26.14043392224453,0.7825680375099182
PD_sagittal_126.npy,0.05,DnCNN,33.542062888665754,0.9652944207191467
PD_sagittal_126.npy,0.05,RicianNet,30.517312136036608,0.9413709044456482
PD_sagittal_126.npy,0.05,Attention U-Net,31.419714708229925,0.9471151232719421
PD_sagittal_132.npy,0.05,Noisy,26.121334530445417,0.8039275407791138
PD_sagittal_132.npy,0.05,DnCNN,33.09101616205827,0.9652154445648193
PD_sagittal_132.npy,0.05,RicianNet,30.488787675167032,0.9438996315002441
PD_sagittal_132.npy,0.05,Attention U-Net,31.29534636198033,0.948926568031311
PD_sagittal_133.npy,0.05,Noisy,26.20656809815284,0.8114264011383057
PD_sagittal_133.npy,0.05,DnCNN,33.17284994227991,0.9681227803230286
PD_sagittal_133.npy,0.05,RicianNet,30.28976978506328,0.9458218216896057
PD_sagittal_133.npy,0.05,Attention U-Net,31.339473864390417,0.9496750235557556
PD_sagittal_136.npy,0.05,Noisy,26.28213259114005,0.8289323449134827
PD_sagittal_136.npy,0.05,DnCNN,32.872596992400595,0.9684334993362427
PD_sagittal_136.npy,0.05,RicianNet,30.252181374787256,0.9493156671524048
PD_sagittal_136.npy,0.05,Attention U-Net,31.06773647930717,0.9506939053535461
PD_sagittal_137.npy,0.05,Noisy,26.181212783642017,0.8265351057052612
PD_sagittal_137.npy,0.05,DnCNN,32.7987090379608,0.9668852686882019
PD_sagittal_137.npy,0.05,RicianNet,30.181767679201567,0.9476396441459656
PD_sagittal_137.npy,0.05,Attention U-Net,30.989475969611195,0.9495106935501099
PD_sagittal_138.npy,0.05,Noisy,26.15795710438439,0.8299947381019592
PD_sagittal_138.npy,0.05,DnCNN,32.69301916254955,0.9669592380523682
PD_sagittal_138.npy,0.05,RicianNet,30.248950022265962,0.947157084941864
PD_sagittal_138.npy,0.05,Attention U-Net,31.02764070431126,0.9499545693397522
PD_sagittal_142.npy,0.05,Noisy,26.205539406174058,0.834904670715332
PD_sagittal_142.npy,0.05,DnCNN,32.815951170149795,0.9682238101959229
PD_sagittal_142.npy,0.05,RicianNet,30.476318092269633,0.9517431259155273
PD_sagittal_142.npy,0.05,Attention U-Net,31.234005371420142,0.9528344869613647
PD_sagittal_143.npy,0.05,Noisy,26.27507356165674,0.8355591893196106
PD_sagittal_143.npy,0.05,DnCNN,32.84809073479759,0.9686928987503052
PD_sagittal_143.npy,0.05,RicianNet,30.41545899072338,0.951278567314148
PD_sagittal_143.npy,0.05,Attention U-Net,31.15485556267042,0.9508112072944641
PD_sagittal_150.npy,0.05,Noisy,26.318711911829674,0.8205225467681885
PD_sagittal_150.npy,0.05,DnCNN,33.27702079444829,0.9655677080154419
PD_sagittal_150.npy,0.05,RicianNet,31.114210576473702,0.9517237544059753
PD_sagittal_150.npy,0.05,Attention U-Net,31.863369232707072,0.9529905319213867
PD_sagittal_151.npy,0.05,Noisy,26.194179648986307,0.8157996535301208
PD_sagittal_151.npy,0.05,DnCNN,33.417520415593714,0.9644443988800049
PD_sagittal_151.npy,0.05,RicianNet,31.481413853950293,0.9522969126701355
PD_sagittal_151.npy,0.05,Attention U-Net,32.06971857585063,0.9513863325119019
PD_sagittal_157.npy,0.05,Noisy,26.061260855909985,0.7921609878540039
PD_sagittal_157.npy,0.05,DnCNN,34.041592095569264,0.9684620499610901
PD_sagittal_157.npy,0.05,RicianNet,31.605075611017305,0.9517418146133423
PD_sagittal_157.npy,0.05,Attention U-Net,32.57751535037662,0.9554998278617859
PD_sagittal_158.npy,0.05,Noisy,25.973848488406105,0.7938764095306396
PD_sagittal_158.npy,0.05,DnCNN,33.639070517043834,0.9643304944038391
PD_sagittal_158.npy,0.05,RicianNet,31.44649553789783,0.9507323503494263
PD_sagittal_158.npy,0.05,Attention U-Net,32.4192078307427,0.9536866545677185
PD_sagittal_161.npy,0.05,Noisy,26.039889813001995,0.746100664138794
PD_sagittal_161.npy,0.05,DnCNN,34.18158716509589,0.9578783512115479
PD_sagittal_161.npy,0.05,RicianNet,31.792909393628207,0.9413557648658752
PD_sagittal_161.npy,0.05,Attention U-Net,33.16045218327376,0.9464844465255737
PD_sagittal_167.npy,0.05,Noisy,26.108208273720276,0.6585482954978943
PD_sagittal_167.npy,0.05,DnCNN,35.353877501015305,0.9520443677902222
PD_sagittal_167.npy,0.05,RicianNet,32.0696974049857,0.9194015860557556
PD_sagittal_167.npy,0.05,Attention U-Net,34.13780088016462,0.9468787312507629
PD_sagittal_180.npy,0.05,Noisy,26.031969922741446,0.815391480922699
PD_sagittal_180.npy,0.05,DnCNN,33.688545171513105,0.9665855765342712
PD_sagittal_180.npy,0.05,RicianNet,30.668177838577048,0.9468804597854614
PD_sagittal_180.npy,0.05,Attention U-Net,30.87860661987838,0.9404433369636536
T1_axial_010.npy,0.05,Noisy,26.133205298678448,0.6886278986930847
T1_axial_010.npy,0.05,DnCNN,33.56354608483283,0.9204223155975342
T1_axial_010.npy,0.05,RicianNet,32.624216066132995,0.9186832308769226
T1_axial_010.npy,0.05,Attention U-Net,32.55636304326113,0.9074978828430176
T1_axial_014.npy,0.05,Noisy,26.111685924342765,0.6994579434394836
T1_axial_014.npy,0.05,DnCNN,33.619030158053256,0.9347633719444275
T1_axial_014.npy,0.05,RicianNet,32.53303423049335,0.9303182363510132
T1_axial_014.npy,0.05,Attention U-Net,32.56475703493034,0.9147166609764099
T1_axial_027.npy,0.05,Noisy,26.067958426761074,0.7718232274055481
T1_axial_027.npy,0.05,DnCNN,34.153428195917186,0.959331214427948
T1_axial_027.npy,0.05,RicianNet,32.395776767659086,0.9422152042388916
T1_axial_027.npy,0.05,Attention U-Net,32.87835946360063,0.9448769688606262
T1_axial_043.npy,0.05,Noisy,25.999101219328544,0.7891931533813477
T1_axial_043.npy,0.05,DnCNN,33.72140377559632,0.9603703022003174
T1_axial_043.npy,0.05,RicianNet,31.616937537766443,0.9423996806144714
T1_axial_043.npy,0.05,Attention U-Net,32.21300346781189,0.9445409178733826
T1_axial_047.npy,0.05,Noisy,26.031792304865625,0.7769376635551453
T1_axial_047.npy,0.05,DnCNN,34.12184982716826,0.9665768146514893
T1_axial_047.npy,0.05,RicianNet,31.99773917885476,0.948118269443512
T1_axial_047.npy,0.05,Attention U-Net,32.514493553553855,0.9520962834358215
T1_axial_050.npy,0.05,Noisy,26.06549752808151,0.7721548080444336
T1_axial_050.npy,0.05,DnCNN,33.99148246551407,0.9624386429786682
T1_axial_050.npy,0.05,RicianNet,31.933861613823055,0.9451102614402771
T1_axial_050.npy,0.05,Attention U-Net,32.37908331598157,0.9474470615386963
T1_axial_051.npy,0.05,Noisy,25.999089950155707,0.7633851170539856
T1_axial_051.npy,0.05,DnCNN,33.933718348713164,0.9627766013145447
T1_axial_051.npy,0.05,RicianNet,31.929747551692095,0.9441647529602051
T1_axial_051.npy,0.05,Attention U-Net,32.310060767913875,0.9463332891464233
T1_axial_065.npy,0.05,Noisy,25.965762438672748,0.7194042801856995
T1_axial_065.npy,0.05,DnCNN,34.02614416469133,0.9576592445373535
T1_axial_065.npy,0.05,RicianNet,32.16216949027988,0.9416381120681763
T1_axial_065.npy,0.05,Attention U-Net,32.43425004763974,0.9425583481788635
T1_axial_074.npy,0.05,Noisy,26.08081248659731,0.7127760052680969
T1_axial_074.npy,0.05,DnCNN,34.28204780360633,0.9572447538375854
T1_axial_074.npy,0.05,RicianNet,32.281444400953255,0.9415189027786255
T1_axial_074.npy,0.05,Attention U-Net,32.77236489294521,0.9434041976928711
T1_axial_080.npy,0.05,Noisy,26.009691057346185,0.7419489026069641
T1_axial_080.npy,0.05,DnCNN,33.92081709551195,0.9503817558288574
T1_axial_080.npy,0.05,RicianNet,32.04171807838708,0.9330034255981445
T1_axial_080.npy,0.05,Attention U-Net,32.44475222933153,0.9355538487434387
T1_axial_085.npy,0.05,Noisy,25.995856503272762,0.7490902543067932
T1_axial_085.npy,0.05,DnCNN,33.900775971121135,0.9500430226325989
T1_axial_085.npy,0.05,RicianNet,31.98272979260535,0.9336636662483215
T1_axial_085.npy,0.05,Attention U-Net,32.34401813773833,0.9309269785881042
T1_axial_091.npy,0.05,Noisy,25.987770757934552,0.7352662086486816
T1_axial_091.npy,0.05,DnCNN,33.882524638985686,0.9450395107269287
T1_axial_091.npy,0.05,RicianNet,32.24921567359088,0.9316110610961914
T1_axial_091.npy,0.05,Attention U-Net,32.3650528854004,0.9274107217788696
T1_axial_092.npy,0.05,Noisy,26.010380210708462,0.7601242065429688
T1_axial_092.npy,0.05,DnCNN,33.900099212359,0.9533374905586243
T1_axial_092.npy,0.05,RicianNet,32.248814716603164,0.9403558373451233
T1_axial_092.npy,0.05,Attention U-Net,32.23196729030902,0.9364166855812073
T1_axial_098.npy,0.05,Noisy,25.944725509469045,0.7595662474632263
T1_axial_098.npy,0.05,DnCNN,33.9168552250549,0.9543711543083191
T1_axial_098.npy,0.05,RicianNet,32.03054394337774,0.9347403645515442
T1_axial_098.npy,0.05,Attention U-Net,32.30508806627588,0.9368835091590881
T1_axial_102.npy,0.05,Noisy,26.003246233026566,0.7324308156967163
T1_axial_102.npy,0.05,DnCNN,34.200744828255964,0.9546689391136169
T1_axial_102.npy,0.05,RicianNet,32.09653804820883,0.937145471572876
T1_axial_102.npy,0.05,Attention U-Net,32.61724181206363,0.938473105430603
T1_axial_106.npy,0.05,Noisy,26.018082116507962,0.704116702079773
T1_axial_106.npy,0.05,DnCNN,34.3112473698331,0.9589707851409912
T1_axial_106.npy,0.05,RicianNet,32.05018557717113,0.9393779635429382
T1_axial_106.npy,0.05,Attention U-Net,32.72215445853216,0.9441531896591187
T1_axial_111.npy,0.05,Noisy,26.092595477359886,0.714738667011261
T1_axial_111.npy,0.05,DnCNN,34.14979920225223,0.9589164853096008
T1_axial_111.npy,0.05,RicianNet,32.03428497962867,0.9419276118278503
T1_axial_111.npy,0.05,Attention U-Net,32.63943240365537,0.9454928040504456
T1_axial_112.npy,0.05,Noisy,26.09100020089859,0.7141247987747192
T1_axial_112.npy,0.05,DnCNN,34.12576371336449,0.9612271785736084
T1_axial_112.npy,0.05,RicianNet,32.146918063305584,0.9441513419151306
T1_axial_112.npy,0.05,Attention U-Net,32.62667074216226,0.9483130574226379
T1_axial_116.npy,0.05,Noisy,26.02636751108723,0.7213181853294373
T1_axial_116.npy,0.05,DnCNN,34.12421452820439,0.9605135917663574
T1_axial_116.npy,0.05,RicianNet,32.25245481140747,0.9445273876190186
T1_axial_116.npy,0.05,Attention U-Net,32.693836040155404,0.9470813870429993
T1_axial_117.npy,0.05,Noisy,26.038506281995577,0.7224791646003723
T1_axial_117.npy,0.05,DnCNN,34.006224539009,0.9585825800895691
T1_axial_117.npy,0.05,RicianNet,32.17244629013259,0.9438837766647339
T1_axial_117.npy,0.05,Attention U-Net,32.55158161409455,0.9454258680343628
T1_axial_119.npy,0.05,Noisy,26.014143835520503,0.7235639691352844
T1_axial_119.npy,0.05,DnCNN,34.13112428100775,0.9607825875282288
T1_axial_119.npy,0.05,RicianNet,32.10223311762013,0.9433532357215881
T1_axial_119.npy,0.05,Attention U-Net,32.61235555632052,0.9463120102882385
T1_axial_124.npy,0.05,Noisy,26.087846321002836,0.7407325506210327
T1_axial_124.npy,0.05,DnCNN,34.03455342988143,0.9609968066215515
T1_axial_124.npy,0.05,RicianNet,32.05468802261399,0.9430820941925049
T1_axial_124.npy,0.05,Attention U-Net,32.46422907738229,0.9469351768493652
T1_axial_126.npy,0.05,Noisy,26.032114293307345,0.7425632476806641
T1_axial_126.npy,0.05,DnCNN,33.951418225937665,0.9612753987312317
T1_axial_126.npy,0.05,RicianNet,32.05973819409964,0.9450656175613403
T1_axial_126.npy,0.05,Attention U-Net,32.502826884407945,0.9473545551300049
T1_axial_137.npy,0.05,Noisy,26.033062148478265,0.7896600961685181
T1_axial_137.npy,0.05,DnCNN,33.86760699695793,0.9613919854164124
T1_axial_137.npy,0.05,RicianNet,31.71798028160982,0.9419771432876587
T1_axial_137.npy,0.05,Attention U-Net,32.23083563236534,0.9463840126991272
T1_axial_138.npy,0.05,Noisy,26.116988474673004,0.7937215566635132
T1_axial_138.npy,0.05,DnCNN,33.761265532457706,0.9592111706733704
T1_axial_138.npy,0.05,RicianNet,31.59877265212726,0.9393473267555237
T1_axial_138.npy,0.05,Attention U-Net,32.21496352635321,0.9439395666122437
T1_axial_149.npy,0.05,Noisy,26.036037656440904,0.8040266036987305
T1_axial_149.npy,0.05,DnCNN,33.85204532892653,0.9619992971420288
T1_axial_149.npy,0.05,RicianNet,31.70583166764052,0.9407047033309937
T1_axial_149.npy,0.05,Attention U-Net,32.33200413998263,0.9485472440719604
T1_axial_152.npy,0.05,Noisy,26.075119721350962,0.7900630831718445
T1_axial_152.npy,0.05,DnCNN,33.684376183684094,0.9566357135772705
T1_axial_152.npy,0.05,RicianNet,31.912216124355787,0.9398747086524963
T1_axial_152.npy,0.05,Attention U-Net,32.57906928758898,0.9453034400939941
T1_axial_153.npy,0.05,Noisy,25.97674685126946,0.7906386256217957
T1_axial_153.npy,0.05,DnCNN,33.75638346401204,0.957576334476471
T1_axial_153.npy,0.05,RicianNet,31.884140801475812,0.9387097954750061
T1_axial_153.npy,0.05,Attention U-Net,32.509904405019874,0.9467834830284119
T1_axial_157.npy,0.05,Noisy,25.963191107656925,0.748656690120697
T1_axial_157.npy,0.05,DnCNN,33.91490802285967,0.9492003917694092
T1_axial_157.npy,0.05,RicianNet,32.53989895313664,0.9353523850440979
T1_axial_157.npy,0.05,Attention U-Net,32.990629570054864,0.9421145915985107
T1_axial_159.npy,0.05,Noisy,25.918981951222918,0.7391998171806335
T1_axial_159.npy,0.05,DnCNN,33.97152841930381,0.9495956897735596
T1_axial_159.npy,0.05,RicianNet,32.639229551795744,0.9363493323326111
T1_axial_159.npy,0.05,Attention U-Net,33.03764682989839,0.9405928254127502
T1_axial_160.npy,0.05,Noisy,25.85911080583041,0.729487419128418
T1_axial_160.npy,0.05,DnCNN,34.26756943027912,0.9476940035820007
T1_axial_160.npy,0.05,RicianNet,32.76363721434544,0.9387255907058716
T1_axial_160.npy,0.05,Attention U-Net,33.27946088068227,0.9429920315742493
T1_axial_161.npy,0.05,Noisy,25.786342868083768,0.7184321284294128
T1_axial_161.npy,0.05,DnCNN,33.85659382743722,0.9408166408538818
T1_axial_161.npy,0.05,RicianNet,32.67006382520253,0.935802161693573
T1_axial_161.npy,0.05,Attention U-Net,33.09940650739638,0.9402146935462952
T1_axial_166.npy,0.05,Noisy,26.096670202790886,0.6992063522338867
T1_axial_166.npy,0.05,DnCNN,33.736901220934364,0.9465305805206299
T1_axial_166.npy,0.05,RicianNet,32.64823517555433,0.938180148601532
T1_axial_166.npy,0.05,Attention U-Net,32.74854615667732,0.9308263659477234
T1_axial_173.npy,0.05,Noisy,26.15518685486167,0.7259849905967712
T1_axial_173.npy,0.05,DnCNN,33.49939799154137,0.9314260482788086
T1_axial_173.npy,0.05,RicianNet,32.5234391902959,0.9260156750679016
T1_axial_173.npy,0.05,Attention U-Net,32.811815698309864,0.9224739670753479
T1_coronal_011.npy,0.05,Noisy,26.068804938457227,0.664559006690979
T1_coronal_011.npy,0.05,DnCNN,34.47079828986065,0.935175359249115
T1_coronal_011.npy,0.05,RicianNet,33.90232102704307,0.9339867234230042
T1_coronal_011.npy,0.05,Attention U-Net,34.0518039435323,0.9273048043251038
T1_coronal_020.npy,0.05,Noisy,26.00653034220272,0.6961249709129333
T1_coronal_020.npy,0.05,DnCNN,34.28342319740733,0.9335124492645264
T1_coronal_020.npy,0.05,RicianNet,33.161639089250414,0.919600248336792
T1_coronal_020.npy,0.05,Attention U-Net,33.574448277394865,0.9294939637184143
T1_coronal_031.npy,0.05,Noisy,26.054469242175703,0.7650386095046997
T1_coronal_031.npy,0.05,DnCNN,33.71361911855746,0.947253942489624
T1_coronal_031.npy,0.05,RicianNet,32.54611434528342,0.9346879720687866
T1_coronal_031.npy,0.05,Attention U-Net,32.82669336482224,0.9390952587127686
T1_coronal_037.npy,0.05,Noisy,25.905981625141145,0.7774168848991394
T1_coronal_037.npy,0.05,DnCNN,33.83658019529649,0.9517143368721008
T1_coronal_037.npy,0.05,RicianNet,32.183165771981386,0.9366534948348999
T1_coronal_037.npy,0.05,Attention U-Net,32.77639444277108,0.9438245296478271
T1_coronal_040.npy,0.05,Noisy,26.038196814830762,0.77314293384552
T1_coronal_040.npy,0.05,DnCNN,34.079446356649264,0.9531834721565247
T1_coronal_040.npy,0.05,RicianNet,32.527798355735186,0.9426566958427429
T1_coronal_040.npy,0.05,Attention U-Net,32.909473875643236,0.9436842203140259
T1_coronal_042.npy,0.05,Noisy,26.02868273602671,0.7636405229568481
T1_coronal_042.npy,0.05,DnCNN,33.96586372753371,0.9525374174118042
T1_coronal_042.npy,0.05,RicianNet,32.4172261855258,0.9387853145599365
T1_coronal_042.npy,0.05,Attention U-Net,32.91317933916622,0.9427164196968079
T1_coronal_054.npy,0.05,Noisy,26.022747863401044,0.7742018103599548
T1_coronal_054.npy,0.05,DnCNN,34.138336421972184,0.9581716060638428
T1_coronal_054.npy,0.05,RicianNet,32.10568051314536,0.9370579719543457
T1_coronal_054.npy,0.05,Attention U-Net,32.650986912254126,0.9430865049362183
T1_coronal_056.npy,0.05,Noisy,25.994457979832045,0.771191418170929
T1_coronal_056.npy,0.05,DnCNN,34.17050519280928,0.9589282870292664
T1_coronal_056.npy,0.05,RicianNet,32.10177126536537,0.9389621615409851
T1_coronal_056.npy,0.05,Attention U-Net,32.71077264589462,0.9440574645996094
T1_coronal_059.npy,0.05,Noisy,26.08829162913842,0.7751982808113098
T1_coronal_059.npy,0.05,DnCNN,34.047374470100316,0.9602594375610352
T1_coronal_059.npy,0.05,RicianNet,32.0887672944984,0.9419564008712769
T1_coronal_059.npy,0.05,Attention U-Net,32.642591988148396,0.946406364440918
T1_coronal_071.npy,0.05,Noisy,26.043480275021164,0.761028528213501
T1_coronal_071.npy,0.05,DnCNN,34.01477017900939,0.957352876663208
T1_coronal_071.npy,0.05,RicianNet,32.15547295906651,0.9420846104621887
T1_coronal_071.npy,0.05,Attention U-Net,32.401344408799204,0.9438420534133911
T1_coronal_074.npy,0.05,Noisy,26.00303272496997,0.753010094165802
T1_coronal_074.npy,0.05,DnCNN,33.995665594381094,0.9579252600669861
T1_coronal_074.npy,0.05,RicianNet,32.20258250692396,0.9437138438224792
T1_coronal_074.npy,0.05,Attention U-Net,32.44329885222445,0.9456578493118286
T1_coronal_081.npy,0.05,Noisy,26.066710634088803,0.7521296143531799
T1_coronal_081.npy,0.05,DnCNN,34.21056472999987,0.9611473679542542
T1_coronal_081.npy,0.05,RicianNet,32.27894568407241,0.9436433911323547
T1_coronal_081.npy,0.05,Attention U-Net,32.49547211894822,0.9460287094116211
T1_coronal_085.npy,0.05,Noisy,25.98374916452034,0.756117045879364
T1_coronal_085.npy,0.05,DnCNN,34.11529582193425,0.9608874917030334
T1_coronal_085.npy,0.05,RicianNet,32.26129566834003,0.9455901980400085
T1_coronal_085.npy,0.05,Attention U-Net,32.47211035564482,0.9459483027458191
